summarized_reviews,sentiments
it is mcdonalds what else can you say,"{'label': 'NEGATIVE', 'score': 0.9814735054969788}"
 this mcdonalds is very clean i do not eat fast food oftenbut i have returned to this location a few times . The only thing that is not great are the restrooms are old but it is in a gas station .,"{'label': 'NEGATIVE', 'score': 0.9956484436988831}"
 this has got to be by far the worst mcdolalds that was ever created number one they never give you the right order number two they do not understand english number three they use their bare hands to prepare the food number four,"{'label': 'NEGATIVE', 'score': 0.9997909665107727}"
 came here this morning around 2303am with my friends through the drive thru the guy refused to do two separate orders was rude about it too no one was behind us and he forgot the ranch i paid for last minute . i will never,"{'label': 'NEGATIVE', 'score': 0.9983391761779785}"
 i stopped here to use the redbox machine . i then went inside and got a mccafi frappi chocolate chip varietyservice was prompt with a nice smile from the young lady at the counter .,"{'label': 'POSITIVE', 'score': 0.9996240139007568}"
 not sure why this mcdonalds is showing as closed it is connected to the terribles gas station and still in business they have a 24 hour drivethru as well . Employees are pretty friendly they have fast service and no problems,"{'label': 'POSITIVE', 'score': 0.9756960272789001}"
omg this mcdonalds is so rude they do not smile and they look like they hate everyone they always get my order wrong and i have been there only 3 times do not go here bad customer service,"{'label': 'NEGATIVE', 'score': 0.9976449608802795}"
 i came here to order a big mac had not had one in years and when i got it i kinda noticed it looked like crap so i decided to inspect it when i took off the top bun i found that someone took a bite off,"{'label': 'NEGATIVE', 'score': 0.9995442032814026}"
 9 times out of 10 the service or food or both are horrible after getting my entire order wrong i waited while they made the correct meals at home . The fries were limp and loaded with oil .,"{'label': 'NEGATIVE', 'score': 0.9997400641441345}"
 The drivethru is 247 and since it is down the street from my house that is fabulous if i come home in the wee hours or if i need to grab a quick bite before i drink spirits there is one guy there that is,"{'label': 'POSITIVE', 'score': 0.99874347448349}"
another rippoff but then what are the options for breakfast at 4am as much as they charge for a bacon egg  cheese biscuit and 1 lityle 2inch piece of bacon really this place sucks and i should have stsyed away make sure to count your change too,"{'label': 'NEGATIVE', 'score': 0.9991697072982788}"
 i do not understand why an intelligent human being would go to this place and consume the stuff that this place sells it is of less quality than the stuff they feed inmates at that tent prison in arizonaliterally . i cringe when,"{'label': 'NEGATIVE', 'score': 0.9993715882301331}"
while outside it is advertised as a 24 hour drive thru i waited 15 minutes with no service,"{'label': 'NEGATIVE', 'score': 0.9987094402313232}"
 Another national chain spot that has no reviews and with good reason it is pretty pointless to review a mcdonalds that is unless you want the ftr . The 1 onepricefitsallsizes fountain drink is priceless .,"{'label': 'NEGATIVE', 'score': 0.9959955215454102}"
i have stayed away from most fast food places for last few years was running late and ordered an egg mc muffinworst breakfast ever,"{'label': 'NEGATIVE', 'score': 0.8526296019554138}"
all i can say is this is the only mcdonalds that charges you 120 for substituting sausage for bacon on the big breakfast all they give you is one and a half slices,"{'label': 'NEGATIVE', 'score': 0.9978680610656738}"
 i go here so much that i am starting to never want to go again it is the closest and cheapest food place to my house it is cheap which i love and it is pretty good . It is nothing special just cheap decent food when,"{'label': 'POSITIVE', 'score': 0.9955915212631226}"
it is mcdonalds what else do you want to hear from meoh yeah this place has a facetoface drive thru you do not speak to some crappy little speaker but to an actual person when you place your drive thru order,"{'label': 'NEGATIVE', 'score': 0.8497982025146484}"
typical mcdonalds food not much nutrition their breakfast is good and the service is quick in this particular mcdonalds customer service is very very good i have to eat fast food this would be the one i would come to,"{'label': 'POSITIVE', 'score': 0.9989504218101501}"
 A shiny bronzed group of chicken mcnuggets with formed pretendtatoes in a 4color box served by a highschool student or college intern and a toy to boot from the drivethru . i want to pay real money for,"{'label': 'NEGATIVE', 'score': 0.9962084293365479}"
worst mcdonalds waited in line forever finally got up to the window and they ask me to pull over to the second lane an they will bring my food to me when it is ready wow i have to wait for a kids meal 10 mins too ridiculous,"{'label': 'NEGATIVE', 'score': 0.9966748952865601}"
slow unfriendly service surprisingly from a mcdonalds food was not fresh either bathrooms were a dirty wreck as if in a roadside gas station take your business to a different mcdonalds,"{'label': 'NEGATIVE', 'score': 0.999498724937439}"
 After hiking for six hours i was exhausted and needed a snack lately my opinion of mcdonalds is that it does a better job of filling the void for a light meal snack . after being opened only a couple of days this is the,"{'label': 'NEGATIVE', 'score': 0.997314989566803}"
 The place is clean but the location attracts some of the local bums in the area . The smell of urine is simply unappealing .,"{'label': 'NEGATIVE', 'score': 0.9968248605728149}"
this place is very hit and miss to me come on it is mcdonalds not a fivestar restaurant i understand but classic whoevers working determines on quality of food or them to get your order correct,"{'label': 'NEGATIVE', 'score': 0.8850619196891785}"
this place is so unprofessional the girl at the cashier did not even make eye contact it is not the customers fault that the employees are unhappy will not visit this location again,"{'label': 'NEGATIVE', 'score': 0.9914681911468506}"
 Have not had a shamrock shake in years and wanted to give it a shot . Used the drive thru there was hardly a wait staff was pleasant but the stench of moth balls was unbearable when they opened the drive up window .,"{'label': 'NEGATIVE', 'score': 0.9974048733711243}"
 A spicy chicken sandwich with no mayo and a medium fry with a side of bbq sauce is what i got . A medium fry that was literally half full was about a third full . A ketchup packet that got everywhere was,"{'label': 'NEGATIVE', 'score': 0.9982168078422546}"
 The restaurant is attached to a gas station so you cant expect much food was ok as you cant screw that up to bad at a franchise restaurant . The dinning room is loudsmall with tons of little kids running around .,"{'label': 'NEGATIVE', 'score': 0.9789355993270874}"
 A first for the gf and i  a visit to mcdonalds  surprisingly out of the blue . The gf was recovering from the flu and said she was craving french fries . The fries were limpy wimpy lim,"{'label': 'NEGATIVE', 'score': 0.9959108829498291}"
 Staff could use some training in the customer service end from the other mcdonalds nearby . Last time we ate there we watched and listened as one of the staff members hollered from the dining area to the kitchen .,"{'label': 'NEGATIVE', 'score': 0.9879557490348816}"
